id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V0687,Perú,48,M,Valle Sagrado,Cusco,2023-02-07,14,2523.73,Tren
V0688,Perú,67,M,Líneas de Nazca,Ica,2024-09-01,11,1580.46,Tren
V0689,Brasil,22,F,Machu Picchu,Cusco,2023-08-17,11,3981.24,Bus
V0690,EE.UU.,58,F,Barranco,Lima,2023-06-20,15,2822.04,Auto
V0691,Argentina,27,F,Cañón del Colca,Arequipa,2023-11-06,9,3749.14,Avión
V0692,Perú,58,M,Cañón del Colca,Arequipa,2025-09-28,7,1637.43,Auto
V0693,Colombia,30,M,Cañón del Colca,Arequipa,2024-12-20,2,521.86,Tren
V0694,Brasil,30,M,Barranco,Lima,2024-07-30,14,4051.16,Avión
V0695,España,61,M,Líneas de Nazca,Ica,2025-07-21,9,1348.67,Tren
V0696,Argentina,30,F,Valle Sagrado,Cusco,2023-03-24,7,4397.49,Avión
V0697,EE.UU.,56,F,Huacachina,Ica,2023-02-04,13,1902.84,Tren
V0698,Brasil,32,F,Huacachina,Ica,2024-11-19,6,4302.61,Tren
V0699,Brasil,42,F,Machu Picchu,Cusco,2024-02-22,3,3323.26,Avión
V0700,Francia,22,M,Líneas de Nazca,Ica,2025-09-05,6,3670.28,Avión
V0701,Chile,57,M,Montaña 7 Colores,Cusco,2023-07-11,1,753.05,Avión
V0702,Perú,27,M,Monasterio de Santa Catalina,Arequipa,2023-04-18,6,2634.01,nan
V0703,Francia,19,M,Monasterio de Santa Catalina,Arequipa,2025-03-26,7,3057.42,Avión
V0704,EE.UU.,50,M,Islas Uros,Puno,2023-11-05,2,344.94,Avión
V0705,Perú,54,F,Miraflores,Lima,2025-04-20,4,1479.9,nan
V0706,México,39,M,Islas Ballestas,Ica,2024-08-09,8,1138.45,Tren
V0707,Perú,26,M,Machu Picchu,Cusco,2023-04-02,1,2766.6,Bus
V0708,Francia,48,M,Plaza de Armas,Arequipa,2025-02-21,5,2462.91,Auto
V0709,Perú,30,M,Islas Ballestas,Ica,2023-05-22,1,2685.43,nan
V0710,Perú,54,F,Machu Picchu,Cusco,2025-08-23,6,2390.21,Bus
V0711,Argentina,49,M,Islas Ballestas,Ica,2025-08-21,2,2641.01,nan
V0712,Perú,26,M,Montaña 7 Colores,Cusco,2025-07-21,15,386.23,nan
V0713,EE.UU.,38,M,Machu Picchu,Cusco,2024-01-01,15,3083.41,Bus
V0714,Colombia,65,M,Lago Titicaca,Puno,2023-07-16,5,346.71,Tren
V0715,Perú,39,F,Islas Uros,Puno,2024-07-10,10,1325.59,Auto
V0716,EE.UU.,43,F,Machu Picchu,Cusco,2024-11-17,2,3660.32,Auto
V0717,Perú,44,F,Montaña 7 Colores,Cusco,2024-10-05,9,1764.46,nan
V0718,Perú,47,F,Plaza de Armas,Arequipa,2025-01-06,13,2305.07,Tren
V0719,Perú,65,M,Lago Titicaca,Puno,2024-03-27,6,2628.18,nan
V0720,Perú,39,M,Monasterio de Santa Catalina,Arequipa,2024-01-06,2,701.68,Auto
V0721,Perú,51,M,Islas Ballestas,Ica,2023-04-04,13,2120.21,nan
V0722,Perú,37,F,Islas Ballestas,Ica,2024-06-19,1,2995.47,nan
V0723,Perú,64,M,Montaña 7 Colores,Cusco,2025-03-28,4,348.72,Tren
V0724,Brasil,66,M,Huacachina,Ica,2024-10-15,13,664.18,Avión
V0725,Brasil,70,M,Centro Histórico,Lima,2024-12-04,6,3956.44,Bus
V0726,EE.UU.,31,M,Huacachina,Ica,2023-01-24,3,2116.12,Bus
V0727,Brasil,35,F,Sillustani,Puno,2023-11-25,9,4051.26,nan
V0728,Perú,43,F,Islas Uros,Puno,2023-12-13,4,587.47,Bus
V0729,España,46,F,Valle Sagrado,Cusco,2024-06-20,15,4085.04,nan
V0730,Perú,46,F,Centro Histórico,Lima,2023-02-07,7,1890.13,nan
V0731,Argentina,54,M,Barranco,Lima,2025-01-05,14,2257.66,nan
V0732,Colombia,42,M,Miraflores,Lima,2024-05-23,10,2666.71,Avión
V0733,Perú,45,M,Islas Uros,Puno,2024-08-26,5,2759.37,Auto
V0734,Perú,22,M,Valle Sagrado,Cusco,2023-07-23,13,886.3,nan
V0735,EE.UU.,36,F,Valle Sagrado,Cusco,2024-01-17,10,2254.43,Avión
V0736,España,41,M,Islas Uros,Puno,2025-04-24,2,4104.86,Bus
V0737,EE.UU.,60,F,Plaza de Armas,Arequipa,2024-07-05,1,3839.69,Auto
V0738,Chile,69,F,Valle Sagrado,Cusco,2024-04-11,4,447.88,Bus
V0739,EE.UU.,67,F,Plaza de Armas,Arequipa,2023-12-13,6,2648.96,Auto
V0740,Argentina,67,M,Huacachina,Ica,2024-06-19,6,1581.63,Auto
V0741,Brasil,61,M,Valle Sagrado,Cusco,2024-07-15,8,4272.67,Tren
V0742,México,62,M,Sillustani,Puno,2024-08-11,15,3356.49,Bus
V0743,EE.UU.,45,M,Huacachina,Ica,2025-03-26,13,2486.88,Tren
V0744,Perú,69,M,Plaza de Armas,Arequipa,2024-11-16,10,1892.56,Bus
V0745,México,53,F,Monasterio de Santa Catalina,Arequipa,2024-01-23,6,3657.77,Auto
V0746,Perú,66,M,Islas Uros,Puno,2023-11-13,7,1330.24,Tren
V0747,Perú,40,M,Islas Ballestas,Ica,2025-09-14,12,1220.01,Avión
V0748,Perú,47,F,Líneas de Nazca,Ica,2023-12-11,3,2054.42,Auto
V0749,Perú,23,M,Monasterio de Santa Catalina,Arequipa,2023-05-24,2,1611.57,nan
V0750,Perú,70,M,Cañón del Colca,Arequipa,2024-02-05,8,347.86,Avión
V0751,Argentina,46,M,Monasterio de Santa Catalina,Arequipa,2023-02-17,12,4041.07,Auto
V0752,Chile,43,M,Barranco,Lima,2023-08-21,10,2875.55,Tren
V0753,Chile,24,M,Machu Picchu,Cusco,2025-07-28,12,2794.33,Bus
V0754,Colombia,28,F,Islas Ballestas,Ica,2024-08-25,9,632.76,Auto
V0755,Argentina,52,F,Valle Sagrado,Cusco,2023-05-16,7,3773.78,Avión
V0756,Brasil,41,F,Islas Ballestas,Ica,2023-07-24,1,3170.38,nan
V0757,Argentina,39,F,Valle Sagrado,Cusco,2023-11-08,6,1000.83,Bus
V0758,Perú,61,F,Machu Picchu,Cusco,2024-05-08,12,711.19,Avión
V0759,Perú,45,M,Lago Titicaca,Puno,2024-07-01,2,471.01,nan
V0760,Perú,47,F,Machu Picchu,Cusco,2024-07-06,13,2606.46,Auto
V0761,Perú,69,F,Miraflores,Lima,2025-07-14,10,855.01,Auto
V0762,Francia,18,M,Huacachina,Ica,2023-10-07,7,1429.69,Auto
V0763,Perú,65,M,Centro Histórico,Lima,2025-01-21,15,1133.11,Bus
V0764,EE.UU.,49,F,Cañón del Colca,Arequipa,2025-04-04,2,852.25,Auto
V0765,Colombia,38,F,Miraflores,Lima,2025-07-18,6,2390.4,nan
V0766,EE.UU.,55,M,Monasterio de Santa Catalina,Arequipa,2025-09-01,12,2742.36,nan
V0767,Colombia,52,M,Machu Picchu,Cusco,2023-01-26,2,749.88,Auto
V0768,EE.UU.,36,M,Valle Sagrado,Cusco,2024-08-24,7,2375.38,Auto
V0769,Perú,39,F,Montaña 7 Colores,Cusco,2025-09-22,5,2486.8,nan
V0770,Colombia,70,F,Miraflores,Lima,2023-05-31,13,2117.84,Bus
V0771,Perú,63,M,Sillustani,Puno,2025-08-18,6,2405.81,Tren
V0772,Perú,29,F,Machu Picchu,Cusco,2024-11-23,6,863.61,Tren
V0773,Perú,20,F,Machu Picchu,Cusco,2025-05-30,15,2221.38,nan
V0774,México,27,M,Líneas de Nazca,Ica,2023-06-03,3,3297.71,Avión
V0775,Perú,47,F,Monasterio de Santa Catalina,Arequipa,2024-02-24,10,891.64,Avión
V0776,España,59,F,Islas Ballestas,Ica,2023-06-17,10,1367.34,Tren
V0777,Perú,24,M,Líneas de Nazca,Ica,2023-08-23,7,2245.16,nan
V0778,Perú,31,M,Monasterio de Santa Catalina,Arequipa,2024-01-24,8,789.7,Bus
V0779,Perú,20,M,Plaza de Armas,Arequipa,2025-02-16,3,916.9,Bus
V0780,Perú,37,M,Islas Ballestas,Ica,2025-09-16,6,2507.92,Auto
V0781,EE.UU.,31,M,Centro Histórico,Lima,2025-02-08,5,3674.76,Avión
V0782,Perú,68,F,Plaza de Armas,Arequipa,2025-08-25,11,683.2,Auto
V0783,EE.UU.,49,M,Islas Uros,Puno,2024-04-02,3,2582.0,nan
V0784,Perú,30,F,Lago Titicaca,Puno,2025-07-18,5,2263.79,Bus
V0785,Argentina,56,F,Cañón del Colca,Arequipa,2025-10-01,5,4438.26,Bus
V0786,EE.UU.,35,F,Sillustani,Puno,2023-03-20,15,2805.85,Tren
V0787,Chile,30,F,Lago Titicaca,Puno,2025-08-09,1,2825.89,Avión
V0788,Perú,25,M,Cañón del Colca,Arequipa,2025-06-13,12,2395.81,Bus
V0789,México,63,M,Líneas de Nazca,Ica,2024-02-12,9,3192.17,Auto
V0790,Perú,42,M,Lago Titicaca,Puno,2025-08-26,3,1212.19,Auto
V0791,Perú,19,F,Islas Uros,Puno,2023-11-29,11,2657.5,Avión
V0792,EE.UU.,65,M,Montaña 7 Colores,Cusco,2024-11-14,13,2401.18,Avión
V0793,Perú,65,M,Islas Ballestas,Ica,2023-10-17,13,2357.4,Auto
V0794,Chile,23,F,Machu Picchu,Cusco,2024-03-16,12,975.33,Auto
V0795,Chile,31,F,Islas Uros,Puno,2023-04-10,12,4427.2,Bus
V0796,Chile,62,M,Centro Histórico,Lima,2024-10-02,10,737.52,Tren
V0797,Chile,20,F,Lago Titicaca,Puno,2024-02-06,1,2816.79,nan
V0798,Perú,19,M,Líneas de Nazca,Ica,2024-06-21,13,2939.0,Auto
V0799,Perú,35,M,Islas Uros,Puno,2025-01-04,3,2203.53,Bus
V0800,Perú,39,F,Cañón del Colca,Arequipa,2025-08-27,1,2403.08,Auto
V0801,Alemania,39,M,Machu Picchu,Cusco,2025-04-08,10,3812.37,nan
V0802,EE.UU.,40,M,Sillustani,Puno,2024-06-30,12,3048.07,Avión
V0803,Perú,23,F,Sillustani,Puno,2025-01-07,7,548.11,Tren
V0804,Colombia,36,F,Plaza de Armas,Arequipa,2024-01-15,6,3293.01,Auto
V0805,Perú,63,M,Valle Sagrado,Cusco,2024-07-23,3,1877.84,nan
V0806,Perú,28,F,Lago Titicaca,Puno,2024-08-09,9,1062.77,Auto
V0807,Colombia,49,F,Sillustani,Puno,2024-09-30,14,4146.61,Bus
V0808,México,28,F,Huacachina,Ica,2025-09-27,13,1825.93,Tren
V0809,Chile,37,M,Valle Sagrado,Cusco,2025-05-23,9,1266.55,Tren
V0810,Perú,56,M,Montaña 7 Colores,Cusco,2024-11-09,9,2110.47,Auto
V0811,Perú,49,F,Valle Sagrado,Cusco,2025-06-17,7,505.94,Tren
V0812,EE.UU.,29,M,Sillustani,Puno,2024-01-13,8,3521.95,Bus
V0813,Chile,60,F,Islas Uros,Puno,2023-06-12,12,3964.53,nan
V0814,Argentina,62,F,Sillustani,Puno,2024-08-01,2,566.84,Bus
V0815,México,43,F,Líneas de Nazca,Ica,2024-06-14,9,2808.15,Tren
V0816,EE.UU.,24,M,Islas Ballestas,Ica,2024-09-16,8,865.12,Auto
V0817,Perú,43,M,Monasterio de Santa Catalina,Arequipa,2023-01-18,14,853.42,Bus
V0818,Perú,58,M,Montaña 7 Colores,Cusco,2024-04-28,2,1081.12,nan
V0819,Francia,63,F,Miraflores,Lima,2024-02-11,8,3582.41,Tren
V0820,Alemania,69,F,Sillustani,Puno,2025-05-26,8,685.67,nan
V0821,Chile,42,F,Sillustani,Puno,2023-05-03,2,2501.35,Tren
V0822,Perú,33,F,Sillustani,Puno,2024-03-10,12,1476.87,nan
V0823,México,40,F,Barranco,Lima,2024-01-08,9,1129.81,Tren
V0824,Perú,31,F,Machu Picchu,Cusco,2024-04-16,11,994.6,Auto
V0825,Perú,46,M,Montaña 7 Colores,Cusco,2025-01-09,8,614.86,Tren
V0826,España,39,M,Barranco,Lima,2024-08-17,14,3333.55,Auto
V0827,Perú,40,M,Líneas de Nazca,Ica,2023-08-16,7,2072.58,Avión
V0828,Perú,65,F,Monasterio de Santa Catalina,Arequipa,2025-04-14,1,2010.78,Avión
V0829,Perú,53,F,Barranco,Lima,2024-04-02,11,2503.7,Avión
V0830,Perú,45,F,Monasterio de Santa Catalina,Arequipa,2023-02-08,13,1468.5,Auto
V0831,EE.UU.,19,F,Cañón del Colca,Arequipa,2023-11-05,10,518.15,Tren
V0832,Perú,24,F,Islas Uros,Puno,2025-07-31,10,1052.4,Avión
V0833,EE.UU.,62,F,Valle Sagrado,Cusco,2024-10-23,1,3177.67,Avión
V0834,Perú,47,M,Lago Titicaca,Puno,2023-10-07,9,2416.26,Bus
V0835,Perú,61,F,Monasterio de Santa Catalina,Arequipa,2023-07-10,8,1072.92,Auto
V0836,Colombia,45,M,Plaza de Armas,Arequipa,2024-06-08,7,1080.74,Auto
V0837,España,69,M,Sillustani,Puno,2023-03-30,1,3143.47,Avión
V0838,España,49,F,Machu Picchu,Cusco,2024-06-19,2,3372.55,nan
V0839,Perú,51,M,Islas Ballestas,Ica,2024-09-06,10,2141.68,Bus
V0840,Perú,62,M,Islas Uros,Puno,2023-08-13,1,1185.29,Bus
V0841,Argentina,18,M,Sillustani,Puno,2025-04-27,1,3002.9,nan
V0842,Chile,63,M,Islas Uros,Puno,2025-02-27,10,2842.26,nan
V0843,Perú,27,F,Miraflores,Lima,2023-06-17,11,1774.44,Avión
V0844,Perú,24,F,Plaza de Armas,Arequipa,2024-01-17,4,423.04,Avión
V0845,Francia,65,M,Barranco,Lima,2025-01-18,7,896.41,Bus
V0846,Perú,49,F,Islas Ballestas,Ica,2024-08-19,9,2011.67,Bus
V0847,EE.UU.,20,M,Barranco,Lima,2024-08-31,12,1720.23,Auto
V0848,Chile,56,F,Montaña 7 Colores,Cusco,2024-02-26,9,1210.0,Avión
V0849,EE.UU.,69,F,Valle Sagrado,Cusco,2025-01-16,6,1394.79,nan
V0850,Perú,50,M,Centro Histórico,Lima,2024-02-17,6,1407.13,Tren
V0851,Perú,66,M,Huacachina,Ica,2024-03-24,13,876.73,Bus
V0852,España,55,F,Huacachina,Ica,2023-11-11,5,2562.58,Avión
V0853,Perú,46,F,Islas Uros,Puno,2024-05-07,1,1080.7,Avión
V0854,Perú,29,F,Miraflores,Lima,2023-06-09,13,1550.85,Tren
V0855,México,58,F,Montaña 7 Colores,Cusco,2024-03-01,5,997.53,Tren
V0856,España,40,M,Monasterio de Santa Catalina,Arequipa,2024-06-14,5,422.43,Bus
V0857,Perú,21,M,Sillustani,Puno,2024-11-29,1,1874.6,Bus
V0858,EE.UU.,26,M,Centro Histórico,Lima,2024-06-19,5,3750.74,Avión
V0859,Colombia,54,F,Centro Histórico,Lima,2025-03-24,15,1467.57,Bus
V0860,Chile,22,M,Cañón del Colca,Arequipa,2025-08-05,5,2187.97,Auto
V0861,España,27,F,Cañón del Colca,Arequipa,2023-05-30,3,2162.14,Auto
V0862,Perú,62,F,Sillustani,Puno,2023-05-24,6,1898.41,Auto
V0863,Perú,60,M,Centro Histórico,Lima,2023-07-17,1,531.18,Auto
V0864,Perú,48,F,Islas Ballestas,Ica,2024-03-08,4,1728.4,nan
V0865,Brasil,46,F,Miraflores,Lima,2025-08-28,4,1245.35,Tren
V0866,España,41,M,Huacachina,Ica,2024-09-17,7,3760.29,Tren
V0867,Chile,27,F,Machu Picchu,Cusco,2024-12-22,6,3910.8,Tren
V0868,Chile,25,M,Barranco,Lima,2023-06-25,9,2196.82,Avión
V0869,Perú,57,F,Montaña 7 Colores,Cusco,2024-06-10,9,2432.63,Tren
V0870,Francia,21,F,Valle Sagrado,Cusco,2023-07-04,8,3646.37,Avión
V0871,Perú,34,F,Valle Sagrado,Cusco,2023-04-15,11,1915.58,Bus
V0872,Perú,36,F,Cañón del Colca,Arequipa,2025-08-31,1,1922.17,nan
V0873,EE.UU.,32,M,Valle Sagrado,Cusco,2023-04-19,13,2919.77,Bus
V0874,Colombia,28,F,Plaza de Armas,Arequipa,2024-10-21,12,4300.73,nan
V0875,Perú,59,F,Monasterio de Santa Catalina,Arequipa,2023-01-24,15,2546.17,nan
V0876,Perú,24,M,Sillustani,Puno,2024-09-08,2,635.67,Auto
V0877,España,37,F,Monasterio de Santa Catalina,Arequipa,2023-05-31,6,1708.85,Auto
V0878,Perú,67,M,Cañón del Colca,Arequipa,2023-12-10,3,615.62,nan
V0879,Colombia,18,F,Huacachina,Ica,2024-02-19,7,3747.39,Bus
V0880,España,26,F,Plaza de Armas,Arequipa,2025-01-24,11,2580.33,Avión
V0881,Perú,64,M,Machu Picchu,Cusco,2024-10-09,4,1050.55,Tren
V0882,Alemania,20,M,Líneas de Nazca,Ica,2025-07-27,5,3655.92,nan
V0883,Perú,39,M,Líneas de Nazca,Ica,2024-05-26,4,1373.33,Tren
V0884,Chile,56,F,Montaña 7 Colores,Cusco,2024-01-07,7,1673.3,nan
V0885,Perú,21,F,Lago Titicaca,Puno,2024-04-12,9,2996.42,Bus
V0886,Chile,58,F,Lago Titicaca,Puno,2023-02-21,3,1603.59,nan
V0887,México,31,F,Huacachina,Ica,2023-04-07,9,3441.95,Tren
V0888,Brasil,70,M,Valle Sagrado,Cusco,2024-06-12,3,1151.72,Avión
V0889,Brasil,62,M,Plaza de Armas,Arequipa,2024-06-21,9,1167.41,Avión
V0890,Chile,51,M,Barranco,Lima,2023-09-30,10,643.53,nan
V0891,Chile,25,F,Islas Uros,Puno,2023-01-08,15,3738.91,Avión
V0892,Chile,36,F,Barranco,Lima,2024-03-17,3,3847.97,Bus
V0893,Perú,28,M,Montaña 7 Colores,Cusco,2024-07-22,15,2055.63,Bus
V0894,Perú,41,F,Montaña 7 Colores,Cusco,2024-07-16,7,724.04,Tren
V0895,Colombia,19,F,Monasterio de Santa Catalina,Arequipa,2025-04-14,1,1030.59,Avión
V0896,Perú,20,F,Cañón del Colca,Arequipa,2024-09-22,6,1229.09,Auto
V0897,México,38,F,Machu Picchu,Cusco,2025-04-19,3,826.64,Bus
V0898,Alemania,55,F,Islas Uros,Puno,2025-02-23,14,1929.65,Tren
V0899,España,22,F,Valle Sagrado,Cusco,2023-01-19,6,4337.1,Avión
V0900,Perú,50,M,Huacachina,Ica,2023-09-01,9,2413.99,Avión
V0901,Chile,53,F,Miraflores,Lima,2024-03-03,10,3385.55,Bus
V0902,Perú,59,F,Barranco,Lima,2024-12-31,15,934.36,Avión
V0903,Perú,37,F,Líneas de Nazca,Ica,2024-08-28,2,2003.51,Auto
V0904,Colombia,44,F,Montaña 7 Colores,Cusco,2023-12-18,8,3384.75,Tren
V0905,Argentina,32,M,Montaña 7 Colores,Cusco,2023-01-08,3,2245.4,Avión
V0906,Perú,32,M,Cañón del Colca,Arequipa,2023-09-17,8,1633.01,nan
V0907,Colombia,64,F,Montaña 7 Colores,Cusco,2025-05-22,3,3297.02,Avión
V0908,Perú,36,M,Miraflores,Lima,2025-08-07,6,1406.05,nan
V0909,España,66,M,Huacachina,Ica,2025-04-06,7,2628.62,Bus
V0910,EE.UU.,53,M,Montaña 7 Colores,Cusco,2025-07-27,2,3117.51,nan
V0911,Colombia,65,M,Monasterio de Santa Catalina,Arequipa,2025-04-06,8,1492.11,nan
V0912,Perú,30,M,Lago Titicaca,Puno,2025-01-15,8,2428.43,Avión
V0913,Chile,20,M,Monasterio de Santa Catalina,Arequipa,2024-10-12,7,1063.14,Bus
V0914,Perú,39,M,Monasterio de Santa Catalina,Arequipa,2023-12-28,10,1263.77,Bus
V0915,España,58,F,Miraflores,Lima,2024-01-01,3,1657.96,Auto
V0916,EE.UU.,18,F,Monasterio de Santa Catalina,Arequipa,2025-04-13,3,406.24,nan
V0917,Brasil,29,M,Plaza de Armas,Arequipa,2024-12-03,6,3164.94,Bus
V0918,Chile,48,F,Islas Uros,Puno,2024-04-10,14,2223.35,Tren
V0919,Brasil,58,F,Montaña 7 Colores,Cusco,2023-02-01,4,419.48,nan
V0920,EE.UU.,59,M,Islas Uros,Puno,2025-06-24,5,2090.22,Tren
V0921,EE.UU.,45,F,Huacachina,Ica,2023-09-08,7,1597.37,Tren
V0922,Perú,60,F,Huacachina,Ica,2025-09-05,6,1002.9,Avión
V0923,Perú,63,M,Montaña 7 Colores,Cusco,2023-08-13,12,1756.92,Avión
V0924,España,65,F,Sillustani,Puno,2024-01-07,1,1025.26,Tren
V0925,Francia,67,F,Islas Uros,Puno,2024-02-11,8,3450.43,nan
V0926,Perú,47,M,Centro Histórico,Lima,2025-03-07,13,333.51,nan
V0927,Perú,70,M,Montaña 7 Colores,Cusco,2024-06-25,14,1835.47,nan
V0928,EE.UU.,56,F,Cañón del Colca,Arequipa,2023-11-06,12,1209.51,Auto
V0929,Perú,21,M,Machu Picchu,Cusco,2024-04-03,5,1575.68,Avión
V0930,México,49,M,Machu Picchu,Cusco,2025-02-23,3,2672.8,Avión
V0931,Brasil,43,F,Monasterio de Santa Catalina,Arequipa,2024-08-18,6,4111.43,Tren
V0932,Argentina,44,M,Machu Picchu,Cusco,2025-03-09,15,1430.22,Bus
V0933,Chile,42,M,Valle Sagrado,Cusco,2025-07-10,3,590.27,Tren
V0934,Chile,60,M,Islas Ballestas,Ica,2025-05-20,9,3783.46,nan
V0935,Perú,65,F,Lago Titicaca,Puno,2023-12-23,15,749.65,Tren
V0936,Perú,66,M,Machu Picchu,Cusco,2024-04-01,3,991.6,Tren
V0937,EE.UU.,50,F,Huacachina,Ica,2025-02-15,15,3893.16,nan
V0938,Chile,37,M,Líneas de Nazca,Ica,2025-05-16,7,948.36,Bus
V0939,Perú,22,F,Sillustani,Puno,2023-02-14,7,2955.7,Auto
V0940,EE.UU.,48,M,Islas Uros,Puno,2023-06-27,3,891.61,nan
V0941,Perú,57,F,Monasterio de Santa Catalina,Arequipa,2023-04-03,11,306.16,Tren
V0942,Argentina,37,F,Machu Picchu,Cusco,2024-07-03,10,2813.91,nan
V0943,EE.UU.,35,M,Monasterio de Santa Catalina,Arequipa,2025-05-11,13,2777.54,nan
V0944,México,20,M,Islas Uros,Puno,2024-01-11,6,1324.58,Tren
V0945,Chile,36,F,Lago Titicaca,Puno,2023-02-23,6,923.55,Auto
V0946,Perú,47,F,Líneas de Nazca,Ica,2024-06-18,15,2923.24,Auto
V0947,Perú,51,M,Montaña 7 Colores,Cusco,2024-12-09,14,2842.14,Bus
V0948,Perú,59,F,Plaza de Armas,Arequipa,2024-10-27,11,1408.13,nan
V0949,México,66,F,Plaza de Armas,Arequipa,2025-04-23,10,1986.19,Tren
V0950,España,40,F,Machu Picchu,Cusco,2025-01-09,4,4451.99,nan
V0951,Perú,20,M,Islas Ballestas,Ica,2025-04-14,5,211.73,Avión
V0952,Chile,52,F,Machu Picchu,Cusco,2023-04-15,4,2844.61,nan
V0953,Chile,43,F,Cañón del Colca,Arequipa,2025-08-13,11,3784.83,Bus
V0954,Brasil,19,M,Islas Ballestas,Ica,2024-11-03,15,3920.82,Tren
V0955,Perú,65,M,Machu Picchu,Cusco,2023-08-14,6,1547.02,Bus
V0956,México,53,F,Machu Picchu,Cusco,2024-01-11,12,853.43,Bus
V0957,Perú,30,F,Miraflores,Lima,2025-07-27,12,329.98,nan
V0958,Perú,67,M,Machu Picchu,Cusco,2024-08-02,10,1563.18,Tren
V0959,Brasil,59,M,Huacachina,Ica,2023-01-15,7,4257.28,Avión
V0960,Chile,31,F,Machu Picchu,Cusco,2024-11-14,13,699.67,Bus
V0961,Argentina,57,M,Huacachina,Ica,2024-04-28,6,3431.43,Auto
V0962,EE.UU.,70,M,Barranco,Lima,2024-07-13,8,3671.86,Bus
V0963,Colombia,67,F,Valle Sagrado,Cusco,2024-11-06,1,3515.5,nan
V0964,España,60,M,Líneas de Nazca,Ica,2025-04-10,7,2343.62,nan
V0965,España,18,M,Islas Ballestas,Ica,2023-03-28,8,3929.32,nan
V0966,España,62,F,Plaza de Armas,Arequipa,2025-07-31,8,4206.84,Auto
V0967,Perú,36,M,Sillustani,Puno,2023-03-05,6,497.54,Avión
V0968,España,64,M,Barranco,Lima,2024-05-17,9,1450.72,Bus
V0969,Perú,23,F,Huacachina,Ica,2025-09-14,15,732.17,Auto
V0970,Perú,36,M,Líneas de Nazca,Ica,2023-05-16,2,2117.05,Bus
V0971,Brasil,69,F,Líneas de Nazca,Ica,2024-02-12,12,748.5,Tren
V0972,Perú,38,F,Barranco,Lima,2023-06-16,1,2388.3,Tren
V0973,EE.UU.,44,F,Monasterio de Santa Catalina,Arequipa,2023-06-06,2,2965.85,Bus
V0974,EE.UU.,58,M,Huacachina,Ica,2024-06-28,14,836.04,Avión
V0975,Perú,61,F,Machu Picchu,Cusco,2024-12-15,7,846.04,Bus
V0976,Chile,60,M,Monasterio de Santa Catalina,Arequipa,2025-01-05,13,2848.76,nan
V0977,España,20,F,Machu Picchu,Cusco,2024-11-02,9,3381.73,Avión
V0978,Perú,24,M,Centro Histórico,Lima,2024-09-18,14,1130.16,Auto
V0979,Chile,58,M,Miraflores,Lima,2024-04-19,11,664.13,Auto
V0980,EE.UU.,70,F,Monasterio de Santa Catalina,Arequipa,2024-07-19,15,1706.87,Avión
V0981,México,21,F,Machu Picchu,Cusco,2024-12-17,1,863.39,Tren
V0982,España,70,F,Islas Ballestas,Ica,2024-08-21,1,4313.16,Auto
V0983,Colombia,52,F,Centro Histórico,Lima,2023-02-06,5,1908.48,Auto
V0984,Perú,59,M,Centro Histórico,Lima,2025-05-28,8,2421.73,Tren
V0985,Perú,27,F,Montaña 7 Colores,Cusco,2024-02-22,12,1185.12,Avión
V0986,México,64,F,Centro Histórico,Lima,2024-09-06,3,3108.05,Tren
V0987,Perú,53,F,Islas Ballestas,Ica,2023-10-20,6,1098.17,nan
V0988,España,56,F,Miraflores,Lima,2023-05-20,14,3266.01,Auto
V0989,Perú,41,M,Plaza de Armas,Arequipa,2023-01-31,7,583.35,Bus
V0990,Perú,32,F,Islas Ballestas,Ica,2024-05-25,12,541.33,Tren
V0991,EE.UU.,47,F,Sillustani,Puno,2025-08-21,11,1733.22,Bus
V0992,EE.UU.,53,F,Valle Sagrado,Cusco,2023-03-22,15,4366.05,nan
V0993,Perú,19,F,Machu Picchu,Cusco,2023-06-28,11,1331.74,Auto
V0994,Perú,67,F,Montaña 7 Colores,Cusco,2024-05-14,8,383.14,nan
V0995,España,67,M,Líneas de Nazca,Ica,2023-06-27,13,975.32,nan
V0996,EE.UU.,60,F,Miraflores,Lima,2023-10-21,7,4129.71,nan
V0997,Chile,69,F,Plaza de Armas,Arequipa,2023-03-15,12,706.99,nan
V0998,Argentina,23,F,Centro Histórico,Lima,2024-07-04,3,1076.3,Avión
V0999,Perú,38,M,Lago Titicaca,Puno,2024-05-21,4,1626.81,Bus
V1000,Perú,35,F,Miraflores,Lima,2023-05-18,12,873.6,Bus
V1001,Perú,33,M,Lago Titicaca,Puno,2025-01-24,13,1722.85,Tren
V1002,Perú,58,F,Centro Histórico,Lima,2025-05-16,14,2826.4,Auto
V1003,Perú,54,M,Huacachina,Ica,2024-04-05,1,2030.88,Avión
V1004,Perú,38,M,Barranco,Lima,2023-09-02,15,1775.43,Avión
V1005,Colombia,53,M,Centro Histórico,Lima,2024-07-26,8,1789.93,Avión
V1006,Colombia,53,M,Huacachina,Ica,2023-01-24,14,1147.21,Auto
V1007,Perú,52,M,Machu Picchu,Cusco,2025-06-02,5,1985.66,Auto
V1008,EE.UU.,34,F,Machu Picchu,Cusco,2025-03-01,10,3323.98,Tren
V1009,España,21,F,Lago Titicaca,Puno,2025-08-05,12,808.53,nan
V1010,México,35,M,Lago Titicaca,Puno,2025-03-08,12,412.6,Auto
